"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-06-13 ~ 2026-06-12"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 강원특별자치도"
"시군구 : 춘천시"
"읍면동 : 효자동"
"면적 : 전체"
"금액선택 : 30 ~ 1000 만원"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"653","강원특별자치도 춘천시 효자동","1**","12m미만","21.00","월세","202601","03","100","30","2003","둥지길","202601~202701","신규","-","","","단독다가구"
"654","강원특별자치도 춘천시 효자동","1**","12m미만","25.00","월세","202601","03","200","30","2013","효제길","202602~202702","신규","-","","","단독다가구"
"655","강원특별자치도 춘천시 효자동","1**","8m미만","33.00","월세","202601","03","300","39","","백령로67번길","202602~202702","신규","-","","","단독다가구"
"656","강원특별자치도 춘천시 효자동","1**","8m미만","25.00","월세","202601","03","300","40","","백령로67번길","202602~202702","신규","-","","","단독다가구"
"657","강원특별자치도 춘천시 효자동","1**","12m미만","25.00","월세","202601","03","200","35","2002","둥지길","202602~202702","신규","-","","","단독다가구"
"658","강원특별자치도 춘천시 효자동","6**","12m미만","48.00","월세","202601","03","500","60","2017","춘천로204번길","202602~202702","신규","-","","","단독다가구"
"659","강원특별자치도 춘천시 효자동","4**","12m미만","28.00","월세","202601","03","300","37","2017","효자상길","202601~202701","신규","-","","","단독다가구"
"660","강원특별자치도 춘천시 효자동","4*","8m미만","60.00","월세","202601","02","500","55","2011","두하길","202601~202701","신규","-","","","단독다가구"
"661","강원특별자치도 춘천시 효자동","1**","25m미만","24.00","월세","202601","02","300","44","2020","백령로","202602~202702","신규","-","","","단독다가구"
"662","강원특별자치도 춘천시 효자동","7**","8m미만","27.00","월세","202601","02","200","30","","백령로107번길","202602~202702","신규","-","","","단독다가구"
"663","강원특별자치도 춘천시 효자동","1**","12m미만","28.00","월세","202601","02","200","30","2015","효제길","202601~202701","신규","-","","","단독다가구"
"664","강원특별자치도 춘천시 효자동","5**","12m미만","24.59","월세","202601","02","100","30","2011","둥지길","202601~202701","신규","-","","","단독다가구"
"665","강원특별자치도 춘천시 효자동","6**","12m미만","26.00","월세","202601","02","300","43","2016","효평길","202601~202701","신규","-","","","단독다가구"
"666","강원특별자치도 춘천시 효자동","6**","8m미만","30.00","월세","202601","02","300","45","2017","춘천로204번길","202602~202702","신규","-","","","단독다가구"
"667","강원특별자치도 춘천시 효자동","1**","8m미만","23.10","월세","202601","02","200","25","","서부대성로173번길","202601~202801","신규","-","","","단독다가구"
"668","강원특별자치도 춘천시 효자동","6**","12m미만","26.00","월세","202601","02","300","38","2016","춘천로204번길","202601~202701","신규","-","","","단독다가구"
"669","강원특별자치도 춘천시 효자동","1**","8m미만","50.00","월세","202601","02","200","40","1997","백령로75번길","202602~202702","신규","-","","","단독다가구"
"670","강원특별자치도 춘천시 효자동","1**","8m미만","48.00","월세","202601","02","300","40","","백령로75번길","202602~202702","신규","-","","","단독다가구"
"671","강원특별자치도 춘천시 효자동","1**","8m미만","23.94","월세","202601","01","100","30","1994","서부대성로184번길","202601~202701","신규","-","","","단독다가구"
"672","강원특별자치도 춘천시 효자동","7**","8m미만","26.00","월세","202601","01","300","48","2021","춘천로255번길","202601~202701","신규","-","","","단독다가구"
"673","강원특별자치도 춘천시 효자동","1**","8m미만","25.00","월세","202601","01","200","30","1997","백령로75번길","202601~202612","신규","-","","","단독다가구"
"674","강원특별자치도 춘천시 효자동","1**","8m미만","22.00","월세","202512","31","300","30","2017","백령로75번길","202601~202701","신규","-","","","단독다가구"
"675","강원특별자치도 춘천시 효자동","1**","25m미만","24.00","월세","202512","31","300","44","2020","백령로","202602~202802","신규","-","","","단독다가구"
"676","강원특별자치도 춘천시 효자동","1**","8m미만","40.00","월세","202512","31","300","46","1992","돌담길","202601~202801","신규","-","","","단독다가구"
"677","강원특별자치도 춘천시 효자동","6**","25m미만","49.00","월세","202512","31","500","53","2016","효자로","202602~202702","신규","-","","","단독다가구"
"678","강원특별자치도 춘천시 효자동","6**","12m미만","37.00","월세","202512","31","300","43","2016","춘천로204번길","-","-","-","","","단독다가구"
"679","강원특별자치도 춘천시 효자동","1**","8m미만","24.00","월세","202512","30","300","40","2018","백령로67번길","202601~202701","신규","-","","","단독다가구"
"680","강원특별자치도 춘천시 효자동","1**","8m미만","20.00","월세","202512","30","100","29","1997","법원뒷길","202603~202702","신규","-","","","단독다가구"
"681","강원특별자치도 춘천시 효자동","6**","8m미만","24.00","월세","202512","30","300","30","1983","서부대성로227번길","202602~202702","신규","-","","","단독다가구"
"682","강원특별자치도 춘천시 효자동","2**","8m미만","48.00","월세","202512","30","500","50","2017","공지로218번길","202602~202702","신규","-","","","단독다가구"
"683","강원특별자치도 춘천시 효자동","1**","12m미만","33.00","월세","202512","30","300","30","2017","둥지길","202601~202701","신규","-","","","단독다가구"
"684","강원특별자치도 춘천시 효자동","7**","8m미만","30.00","월세","202512","30","300","40","2016","백령로115번길","202601~202701","신규","-","","","단독다가구"
"685","강원특별자치도 춘천시 효자동","1**","8m미만","20.00","월세","202512","30","200","30","2004","둥지길47번길","202601~202701","신규","-","","","단독다가구"
"686","강원특별자치도 춘천시 효자동","1**","12m미만","25.00","월세","202512","30","200","30","2013","효제길","202601~202701","신규","-","","","단독다가구"
"687","강원특별자치도 춘천시 효자동","2**","8m미만","29.00","월세","202512","30","300","45","2017","공지로218번길","202601~202701","신규","-","","","단독다가구"
"688","강원특별자치도 춘천시 효자동","6**","12m미만","42.00","월세","202512","30","300","55","2013","춘천로204번길","202601~202701","신규","-","","","단독다가구"
"689","강원특별자치도 춘천시 효자동","6**","12m미만","50.00","월세","202512","30","500","63","2015","춘천로204번길","202601~202701","신규","-","","","단독다가구"
"690","강원특별자치도 춘천시 효자동","6**","12m미만","50.00","월세","202512","30","500","63","2015","춘천로204번길","202601~202701","신규","-","","","단독다가구"
"691","강원특별자치도 춘천시 효자동","7**","8m미만","20.24","월세","202512","29","300","55","2022","백령로115번길","202602~202702","신규","-","","","단독다가구"
"692","강원특별자치도 춘천시 효자동","1**","8m미만","28.00","월세","202512","29","300","40","2017","둥지길47번길","202602~202702","신규","-","","","단독다가구"
"693","강원특별자치도 춘천시 효자동","1**","12m미만","25.00","월세","202512","29","200","30","2013","효제길","202601~202701","신규","-","","","단독다가구"
"694","강원특별자치도 춘천시 효자동","7**","8m미만","30.00","월세","202512","29","200","29","2014","백령로119번길","202602~202702","신규","-","","","단독다가구"
"695","강원특별자치도 춘천시 효자동","1**","12m미만","23.00","월세","202512","29","300","40","2018","둥지길","202601~202701","신규","-","","","단독다가구"
"696","강원특별자치도 춘천시 효자동","1*","8m미만","28.00","월세","202512","29","300","45","2015","백령로165번길","202602~202702","신규","-","","","단독다가구"
"697","강원특별자치도 춘천시 효자동","1**","8m미만","26.00","월세","202512","29","300","43","1996","백령로23번길","202602~202702","신규","-","","","단독다가구"
"698","강원특별자치도 춘천시 효자동","6**","12m미만","24.00","월세","202512","29","300","40","2015","서부대성로173번길","202601~202701","신규","-","","","단독다가구"
"699","강원특별자치도 춘천시 효자동","7**","8m미만","29.75","월세","202512","29","300","30","2011","백령로115번길","202601~202801","신규","-","","","단독다가구"
"700","강원특별자치도 춘천시 효자동","6**","12m미만","45.00","월세","202512","28","500","60","2016","효평길","202601~202701","신규","-","","","단독다가구"
"701","강원특별자치도 춘천시 효자동","7**","12m미만","223.76","월세","202512","28","500","42","","둥지길","202602~202702","신규","-","","","단독다가구"
"702","강원특별자치도 춘천시 효자동","1**","8m미만","24.00","월세","202512","28","300","41","2018","백령로61번길","202602~202702","신규","-","","","단독다가구"
"703","강원특별자치도 춘천시 효자동","2**","12m미만","30.00","월세","202512","28","300","40","2020","공지로242번길","202601~202701","신규","-","","","단독다가구"
"704","강원특별자치도 춘천시 효자동","1**","8m미만","26.00","월세","202512","28","300","40","2016","청운길","202512~202612","신규","-","","","단독다가구"
"705","강원특별자치도 춘천시 효자동","1**","8m미만","30.00","월세","202512","28","300","30","2016","백령로67번길","202601~202701","신규","-","","","단독다가구"
"706","강원특별자치도 춘천시 효자동","2**","8m미만","40.00","월세","202512","28","500","55","2017","공지로218번길","202601~202701","신규","-","","","단독다가구"
"707","강원특별자치도 춘천시 효자동","1**","8m미만","25.00","월세","202512","27","300","41","2016","백령로67번길","202602~202702","신규","-","","","단독다가구"
"708","강원특별자치도 춘천시 효자동","1**","8m미만","33.00","월세","202512","27","200","30","2004","돌담길10번길","202602~202702","신규","-","","","단독다가구"
"709","강원특별자치도 춘천시 효자동","1**","8m미만","30.00","월세","202512","27","200","30","2008","청운길","202602~202702","신규","-","","","단독다가구"
"710","강원특별자치도 춘천시 효자동","1**","8m미만","48.00","월세","202512","27","500","62","2017","백령로61번길","202602~202702","신규","-","","","단독다가구"
"711","강원특별자치도 춘천시 효자동","1**","8m미만","25.00","월세","202512","27","300","41","","백령로67번길","202602~202702","신규","-","","","단독다가구"
"712","강원특별자치도 춘천시 효자동","1**","8m미만","23.00","월세","202512","27","300","42","2018","법원뒷길","202602~202702","신규","-","","","단독다가구"
"713","강원특별자치도 춘천시 효자동","7**","12m미만","30.53","월세","202512","27","300","40","2015","남춘로55번길","202601~202701","신규","-","","","단독다가구"
"714","강원특별자치도 춘천시 효자동","6**","12m미만","24.00","월세","202512","27","300","40","2015","서부대성로173번길","202601~202701","신규","-","","","단독다가구"
"715","강원특별자치도 춘천시 효자동","1**","8m미만","24.00","월세","202512","27","200","35","2018","백령로67번길","202601~202701","신규","-","","","단독다가구"
"716","강원특별자치도 춘천시 효자동","1**","8m미만","25.00","월세","202512","26","200","28","2004","미려골길","202601~202701","신규","-","","","단독다가구"
"717","강원특별자치도 춘천시 효자동","1*","8m미만","33.00","월세","202512","26","500","45","2014","으뜸길4번길","202602~202702","신규","-","","","단독다가구"
"718","강원특별자치도 춘천시 효자동","1**","8m미만","24.22","월세","202512","26","100","30","2009","백령로67번길","202602~202702","신규","-","","","단독다가구"
"719","강원특별자치도 춘천시 효자동","1**","8m미만","23.00","월세","202512","26","300","38","1996","백령로23번길","202601~202701","신규","-","","","단독다가구"
"720","강원특별자치도 춘천시 효자동","1**","8m미만","25.00","월세","202512","26","300","43","1996","백령로23번길","202602~202702","신규","-","","","단독다가구"
"721","강원특별자치도 춘천시 효자동","6**","12m미만","25.00","월세","202512","26","300","45","2013","두하길","202601~202701","신규","-","","","단독다가구"
"722","강원특별자치도 춘천시 효자동","1*","8m미만","35.75","월세","202512","26","300","52","","백령로165번길","202601~202701","신규","-","","","단독다가구"
"723","강원특별자치도 춘천시 효자동","1**","8m미만","24.00","월세","202512","26","300","41","2018","백령로61번길","202602~202702","신규","-","","","단독다가구"
"724","강원특별자치도 춘천시 효자동","1**","8m미만","30.00","월세","202512","26","200","30","2014","백령로61번길","202512~202612","신규","-","","","단독다가구"
"725","강원특별자치도 춘천시 효자동","1*","8m미만","35.75","월세","202512","26","300","52","2016","백령로165번길","202601~202701","신규","-","","","단독다가구"
"726","강원특별자치도 춘천시 효자동","1**","8m미만","47.90","월세","202512","26","500","55","1982","서부대성로184번길","202512~202712","신규","-","","","단독다가구"
"727","강원특별자치도 춘천시 효자동","1*","25m미만","30.00","월세","202512","25","500","30","2018","백령로","202602~202702","신규","-","","","단독다가구"
"728","강원특별자치도 춘천시 효자동","6**","12m미만","45.00","월세","202512","25","500","60","2013","효자로150번길","202601~202701","신규","-","","","단독다가구"
"729","강원특별자치도 춘천시 효자동","7**","8m미만","19.80","월세","202512","25","300","52","2022","백령로115번길","202601~202701","신규","-","","","단독다가구"
"730","강원특별자치도 춘천시 효자동","1**","8m미만","21.00","월세","202512","24","200","30","2014","백령로61번길","202601~202701","신규","-","","","단독다가구"
"731","강원특별자치도 춘천시 효자동","7**","12m미만","28.00","월세","202512","24","300","40","2017","춘천로296번길","202602~202702","신규","-","","","단독다가구"
"732","강원특별자치도 춘천시 효자동","7**","8m미만","23.00","월세","202512","24","200","30","1997","백령로119번길","202601~202612","신규","-","","","단독다가구"
"733","강원특별자치도 춘천시 효자동","3*","8m미만","30.00","월세","202512","24","50","29","1995","백령로147번길","202512~202602","신규","-","","","단독다가구"
"734","강원특별자치도 춘천시 효자동","5**","8m미만","43.00","월세","202512","24","500","60","2017","춘천로64번길","202512~202612","신규","-","","","단독다가구"
"735","강원특별자치도 춘천시 효자동","7**","8m미만","20.00","월세","202512","24","300","42","2024","백령로119번길","202512~202702","신규","-","","","단독다가구"
"736","강원특별자치도 춘천시 효자동","1**","25m미만","25.00","월세","202512","24","300","47","1996","백령로","202512~202702","신규","-","","","단독다가구"
"737","강원특별자치도 춘천시 효자동","1**","8m미만","15.00","월세","202512","23","200","9","2022","새마을길","202512~202803","신규","-","","","단독다가구"
"738","강원특별자치도 춘천시 효자동","1**","8m미만","17.82","월세","202512","23","200","11","2021","백령로61번길","202512~202803","신규","-","","","단독다가구"
"739","강원특별자치도 춘천시 효자동","4**","12m미만","14.40","월세","202512","23","200","10","2021","효자상길","202512~202803","신규","-","","","단독다가구"
"740","강원특별자치도 춘천시 효자동","7**","8m미만","34.11","월세","202512","23","500","39","2015","춘천로310번길","202602~202702","신규","-","","","단독다가구"
"741","강원특별자치도 춘천시 효자동","2**","8m미만","26.00","월세","202512","23","1,000","35","2017","공지로218번길","202602~202702","신규","-","","","단독다가구"
"742","강원특별자치도 춘천시 효자동","6**","12m미만","42.00","월세","202512","23","500","56","2014","춘천로204번길","202601~202701","신규","-","","","단독다가구"
"743","강원특별자치도 춘천시 효자동","3**","8m미만","23.00","월세","202512","23","300","30","2018","공지로252번길","202601~202701","신규","-","","","단독다가구"
"744","강원특별자치도 춘천시 효자동","6**","8m미만","25.00","월세","202512","23","200","30","2005","서부대성로227번길","202601~202701","신규","-","","","단독다가구"
"745","강원특별자치도 춘천시 효자동","1**","8m미만","42.00","월세","202512","23","300","43","","백령로23번길","202601~202701","신규","-","","","단독다가구"
"746","강원특별자치도 춘천시 효자동","1**","8m미만","25.39","월세","202512","23","200","30","1997","미려골길11번길","202602~202702","신규","-","","","단독다가구"
"747","강원특별자치도 춘천시 효자동","1**","8m미만","28.10","월세","202512","23","150","30","2004","둥지길47번길","202602~202702","신규","-","","","단독다가구"
"748","강원특별자치도 춘천시 효자동","1**","8m미만","28.00","월세","202512","23","100","36","2001","청운길","202602~202702","신규","-","","","단독다가구"
"749","강원특별자치도 춘천시 효자동","3*","8m미만","27.00","월세","202512","23","500","40","2016","서부대성로173번길","202601~202701","신규","-","","","단독다가구"
"750","강원특별자치도 춘천시 효자동","7**","8m미만","30.00","월세","202512","23","500","39","2015","춘천로310번길","202601~202701","신규","-","","","단독다가구"
"751","강원특별자치도 춘천시 효자동","7**","8m미만","29.75","월세","202512","23","300","30","2011","백령로115번길","202602~202702","신규","-","","","단독다가구"
"752","강원특별자치도 춘천시 효자동","6**","8m미만","45.00","월세","202512","22","500","56","2019","서부대성로173번길","202602~202702","신규","-","","","단독다가구"
"753","강원특별자치도 춘천시 효자동","7**","8m미만","30.00","월세","202512","22","200","30","2011","백령로115번길","202602~202702","신규","-","","","단독다가구"
"754","강원특별자치도 춘천시 효자동","6**","8m미만","21.00","월세","202512","22","200","30","2011","서부대성로227번길","202602~202702","신규","-","","","단독다가구"
"755","강원특별자치도 춘천시 효자동","1**","8m미만","25.00","월세","202512","22","300","41","2016","백령로67번길","202601~202701","신규","-","","","단독다가구"
"756","강원특별자치도 춘천시 효자동","6**","12m미만","20.00","월세","202512","22","100","26","1997","효자로150번길","202512~202612","신규","-","","","단독다가구"
"757","강원특별자치도 춘천시 효자동","7**","8m미만","26.80","월세","202512","22","300","48","2015","백령로115번길","202601~202701","신규","-","","","단독다가구"
"758","강원특별자치도 춘천시 효자동","1**","8m미만","26.40","월세","202512","21","150","30","2005","둥지길47번길","202602~202702","신규","-","","","단독다가구"
"759","강원특별자치도 춘천시 효자동","1**","8m미만","22.00","월세","202512","21","100","30","2005","미려골길","202602~202702","신규","-","","","단독다가구"
"760","강원특별자치도 춘천시 효자동","1**","25m미만","24.50","월세","202512","21","300","30","1997","백령로","202602~202702","신규","-","","","단독다가구"
"761","강원특별자치도 춘천시 효자동","7**","12m미만","26.00","월세","202512","21","300","35","2016","성심로","202602~202702","신규","-","","","단독다가구"
"762","강원특별자치도 춘천시 효자동","1*","8m미만","25.00","월세","202512","21","300","40","2015","백령로165번길","202602~202702","신규","-","","","단독다가구"
"763","강원특별자치도 춘천시 효자동","1**","8m미만","23.00","월세","202512","21","300","40","2014","백령로67번길","202601~202701","신규","-","","","단독다가구"
"764","강원특별자치도 춘천시 효자동","6**","12m미만","50.00","월세","202512","21","500","50","2015","춘천로204번길","202601~202701","신규","-","","","단독다가구"
"765","강원특별자치도 춘천시 효자동","1**","8m미만","22.00","월세","202512","20","300","30","2016","백령로67번길","202601~202701","신규","-","","","단독다가구"
"766","강원특별자치도 춘천시 효자동","1**","8m미만","25.00","월세","202512","20","200","30","2005","둥지길47번길","202602~202702","신규","-","","","단독다가구"
"767","강원특별자치도 춘천시 효자동","1**","8m미만","21.82","월세","202512","20","200","30","1996","백령로25번길","202602~202702","신규","-","","","단독다가구"
"768","강원특별자치도 춘천시 효자동","1*","8m미만","56.52","월세","202512","20","300","40","2016","백령로165번길","202602~202702","신규","-","","","단독다가구"
"769","강원특별자치도 춘천시 효자동","4*","12m미만","25.00","월세","202512","20","300","35","2002","성심로","202601~202701","신규","-","","","단독다가구"
"770","강원특별자치도 춘천시 효자동","7**","8m미만","45.00","월세","202512","20","500","60","2017","삭주로70번길","202512~202712","신규","-","","","단독다가구"
"771","강원특별자치도 춘천시 효자동","1**","8m미만","30.00","월세","202512","20","200","30","2002","백령로119번길","202512~202612","신규","-","","","단독다가구"
"772","강원특별자치도 춘천시 효자동","1**","8m미만","21.57","월세","202512","20","200","30","2005","둥지길","202512~202612","신규","-","","","단독다가구"
"773","강원특별자치도 춘천시 효자동","1**","25m미만","33.00","월세","202512","20","400","43","2017","백령로","202512~202612","신규","-","","","단독다가구"
"774","강원특별자치도 춘천시 효자동","1*","8m미만","56.52","월세","202512","20","300","40","","백령로165번길","202602~202702","신규","-","","","단독다가구"
"775","강원특별자치도 춘천시 효자동","1**","8m미만","21.00","월세","202512","20","100","30","2001","둥지길47번길","202601~202701","신규","-","","","단독다가구"
"776","강원특별자치도 춘천시 효자동","7**","8m미만","29.00","월세","202512","20","300","40","2011","백령로115번길","202601~202701","신규","-","","","단독다가구"
"777","강원특별자치도 춘천시 효자동","4*","12m미만","28.00","월세","202512","19","300","41","2017","성심로","202603~202701","신규","-","","","단독다가구"
"778","강원특별자치도 춘천시 효자동","7**","8m미만","24.00","월세","202512","19","200","30","2011","백령로115번길","202512~202702","신규","-","","","단독다가구"
"779","강원특별자치도 춘천시 효자동","7**","8m미만","29.75","월세","202512","19","300","30","2011","백령로115번길","202602~202702","신규","-","","","단독다가구"
"780","강원특별자치도 춘천시 효자동","7**","8m미만","24.00","월세","202512","19","400","30","2016","백령로119번길","202602~202702","신규","-","","","단독다가구"
"781","강원특별자치도 춘천시 효자동","1**","8m미만","27.00","월세","202512","19","300","40","1996","백령로23번길","202602~202702","신규","-","","","단독다가구"
"782","강원특별자치도 춘천시 효자동","6**","12m미만","27.00","월세","202512","19","300","38","2016","춘천로204번길","202602~202702","신규","-","","","단독다가구"
"783","강원특별자치도 춘천시 효자동","6**","25m미만","21.00","월세","202512","19","200","30","2011","서부대성로173번길","202602~202702","신규","-","","","단독다가구"
"784","강원특별자치도 춘천시 효자동","7**","8m미만","23.00","월세","202512","19","200","35","1999","서부대성로206번길","202602~202702","신규","-","","","단독다가구"
"785","강원특별자치도 춘천시 효자동","1**","8m미만","24.00","월세","202512","19","200","34","2018","백령로67번길","202512~202612","신규","-","","","단독다가구"
"786","강원특별자치도 춘천시 효자동","1**","8m미만","24.00","월세","202512","19","200","34","2018","백령로67번길","202601~202701","신규","-","","","단독다가구"
"787","강원특별자치도 춘천시 효자동","7**","12m미만","26.00","월세","202512","19","300","35","2016","성심로","202601~202701","신규","-","","","단독다가구"
"788","강원특별자치도 춘천시 효자동","6**","8m미만","148.72","월세","202512","19","1,000","80","1978","서부대성로173번길","202602~202702","신규","-","","","단독다가구"
"789","강원특별자치도 춘천시 효자동","2**","12m미만","24.00","월세","202512","19","300","40","2020","공지로242번길","202601~202701","신규","-","","","단독다가구"
"790","강원특별자치도 춘천시 효자동","1**","12m미만","25.00","월세","202512","19","300","32","2016","백령로83번길","202602~202702","신규","-","","","단독다가구"
"791","강원특별자치도 춘천시 효자동","7**","8m미만","23.00","월세","202512","19","200","35","1999","서부대성로206번길","202602~202702","신규","-","","","단독다가구"
"792","강원특별자치도 춘천시 효자동","1**","25m미만","33.00","월세","202512","18","400","50","2017","백령로","202512~202612","갱신","-","400","50","단독다가구"
"793","강원특별자치도 춘천시 효자동","6**","8m미만","27.00","월세","202512","18","300","42","2015","서부대성로173번길","202602~202702","신규","-","","","단독다가구"
"794","강원특별자치도 춘천시 효자동","7**","8m미만","27.00","월세","202512","18","100","28","1991","백령로111번길","202601~202701","신규","-","","","단독다가구"
"795","강원특별자치도 춘천시 효자동","6**","8m미만","24.00","월세","202512","18","300","30","2013","서부대성로227번길","202601~202701","신규","-","","","단독다가구"
"796","강원특별자치도 춘천시 효자동","1*","8m미만","30.00","월세","202512","18","300","40","2016","백령로165번길","202602~202702","신규","-","","","단독다가구"
"797","강원특별자치도 춘천시 효자동","1**","8m미만","25.00","월세","202512","18","300","38","2017","백령로23번길","202601~202701","신규","-","","","단독다가구"
"798","강원특별자치도 춘천시 효자동","1**","8m미만","30.00","월세","202512","17","300","39","","백령로67번길","202602~202702","신규","-","","","단독다가구"
"799","강원특별자치도 춘천시 효자동","7**","8m미만","24.00","월세","202512","17","300","30","1995","백령로119번길","202602~202702","신규","-","","","단독다가구"
"800","강원특별자치도 춘천시 효자동","3**","8m미만","26.00","월세","202512","17","300","30","2018","공지로252번길","202602~202802","신규","-","","","단독다가구"
"801","강원특별자치도 춘천시 효자동","1**","8m미만","33.00","월세","202512","17","300","30","2016","백령로67번길","202602~202701","신규","-","","","단독다가구"
"802","강원특별자치도 춘천시 효자동","1**","12m미만","21.00","월세","202512","17","200","30","2002","백령로","202602~202702","신규","-","","","단독다가구"
"803","강원특별자치도 춘천시 효자동","1**","8m미만","90.00","월세","202512","17","1,000","65","2013","백령로61번길","202601~202701","신규","-","","","단독다가구"
"804","강원특별자치도 춘천시 효자동","7**","8m미만","30.00","월세","202512","17","200","30","2011","백령로115번길","202601~202701","신규","-","","","단독다가구"
"805","강원특별자치도 춘천시 효자동","3**","12m미만","26.00","월세","202512","17","500","45","2023","공지로200번길","202602~202702","신규","-","","","단독다가구"
"806","강원특별자치도 춘천시 효자동","7**","8m미만","30.00","월세","202512","17","300","50","2023","백령로107번길","202602~202702","신규","-","","","단독다가구"
"807","강원특별자치도 춘천시 효자동","3**","8m미만","28.00","월세","202512","16","500","42","2017","남춘천새길41번길","202601~202701","신규","-","","","단독다가구"
"808","강원특별자치도 춘천시 효자동","6**","8m미만","23.14","월세","202512","16","200","35","2013","서부대성로227번길","202602~202702","신규","-","","","단독다가구"
"809","강원특별자치도 춘천시 효자동","1**","8m미만","33.00","월세","202512","16","300","30","2012","법원뒷길","202602~202702","신규","-","","","단독다가구"
"810","강원특별자치도 춘천시 효자동","1**","25m미만","24.50","월세","202512","16","300","40","1997","백령로","202601~202701","신규","-","","","단독다가구"
"811","강원특별자치도 춘천시 효자동","1**","8m미만","30.00","월세","202512","16","500","52","2014","백령로67번길","202601~202701","신규","-","","","단독다가구"
"812","강원특별자치도 춘천시 효자동","1**","12m미만","25.00","월세","202512","16","300","42","2018","둥지길","202512~202612","신규","-","","","단독다가구"
"813","강원특별자치도 춘천시 효자동","1**","8m미만","30.43","월세","202512","16","300","35","","효자로102번길","202602~202702","신규","-","","","단독다가구"
"814","강원특별자치도 춘천시 효자동","1*","25m미만","19.96","월세","202512","16","300","35","1984","백령로","202512~202702","신규","-","","","단독다가구"
"815","강원특별자치도 춘천시 효자동","1**","8m미만","33.00","월세","202512","16","500","50","2018","법원뒷길8번길","202512~202609","신규","-","","","단독다가구"
"816","강원특별자치도 춘천시 효자동","1**","8m미만","25.00","월세","202512","16","300","41","2016","백령로67번길","202602~202702","신규","-","","","단독다가구"
"817","강원특별자치도 춘천시 효자동","7**","8m미만","30.00","월세","202512","16","200","29","2014","백령로119번길","202601~202701","신규","-","","","단독다가구"
"818","강원특별자치도 춘천시 효자동","6**","12m미만","28.00","월세","202512","15","300","45","2018","두하길","202601~202701","신규","-","","","단독다가구"
"819","강원특별자치도 춘천시 효자동","1**","8m미만","25.00","월세","202512","15","200","30","2002","효제길23번길","202512~202612","신규","-","","","단독다가구"
"820","강원특별자치도 춘천시 효자동","6**","8m미만","25.00","월세","202512","15","200","30","2004","서부대성로173번길","202602~202702","신규","-","","","단독다가구"
"821","강원특별자치도 춘천시 효자동","3**","8m미만","24.00","월세","202512","15","300","30","2017","공지로252번길","202512~202612","신규","-","","","단독다가구"
"822","강원특별자치도 춘천시 효자동","1*","8m미만","40.00","월세","202512","15","500","60","2014","으뜸길4번길","202512~202612","신규","-","","","단독다가구"
"823","강원특별자치도 춘천시 효자동","1**","8m미만","21.00","월세","202512","15","300","41","2017","백령로61번길","202601~202701","신규","-","","","단독다가구"
"824","강원특별자치도 춘천시 효자동","7**","12m미만","223.76","월세","202512","14","500","45","1996","둥지길","202602~202702","신규","-","","","단독다가구"
"825","강원특별자치도 춘천시 효자동","7**","8m미만","24.00","월세","202512","14","200","30","2011","백령로115번길","202602~202702","신규","-","","","단독다가구"
"826","강원특별자치도 춘천시 효자동","1**","25m미만","24.00","월세","202512","14","100","30","2002","백령로","202602~202702","신규","-","","","단독다가구"
"827","강원특별자치도 춘천시 효자동","7**","12m미만","223.76","월세","202512","14","500","50","1996","둥지길","202602~202702","신규","-","","","단독다가구"
"828","강원특별자치도 춘천시 효자동","6**","8m미만","33.00","월세","202512","13","300","45","2016","서부대성로173번길","202602~202702","신규","-","","","단독다가구"
"829","강원특별자치도 춘천시 효자동","7**","8m미만","24.00","월세","202512","13","300","30","1995","백령로119번길","-","-","-","","","단독다가구"
"830","강원특별자치도 춘천시 효자동","1**","8m미만","28.00","월세","202512","13","200","30","2002","백령로23번길","-","-","-","","","단독다가구"
"831","강원특별자치도 춘천시 효자동","7**","8m미만","30.00","월세","202512","13","200","30","2011","백령로115번길","202602~202702","신규","-","","","단독다가구"
"832","강원특별자치도 춘천시 효자동","7**","8m미만","29.75","월세","202512","13","300","30","","백령로115번길","202601~202702","신규","-","","","단독다가구"
"833","강원특별자치도 춘천시 효자동","1*","8m미만","35.75","월세","202512","13","300","52","","백령로165번길","202512~202612","신규","-","","","단독다가구"
"834","강원특별자치도 춘천시 효자동","6**","8m미만","30.00","월세","202512","13","300","50","2016","백령로151번길","202602~202702","신규","-","","","단독다가구"
